,Year NA,Rep NA,Site ,Date ,Microsite ,ID.notes NA,species,abun
2709,2024,37,Yucca,2024-04-21,shrub,NA,Chorizanthe.brevicornu,1
1685,2024,33,HOM,2024-04-25,open,NA,Chorizanthe.rigida,4
2040,2023,11,Tecopa,2023-04-11,open,,Chorizanthe.rigida,1
2047,2023,12,Tecopa,2023-04-11,open,,Chorizanthe.rigida,1
65,2023,14,Barstow,2023-04-15,open,NA,Chylismia.brevipes,1
763,2024,6,Cuyama 1,2024-05-01,open,NA,Chylismia.brevipes,5
842,2024,17,Cuyama 1,2024-05-01,open,NA,Chylismia.brevipes,1
850,2024,18,Cuyama 1,2024-05-01,open,NA,Chylismia.brevipes,3
858,2024,19,Cuyama 1,2024-05-01,open,NA,Chylismia.brevipes,1
932,2024,29,Cuyama 1,2024-05-01,open,NA,Chylismia.brevipes,2
1021,2024,1,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,2
1029,2024,2,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,1
1034,2024,2,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,7
1044,2024,3,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,2
1062,2024,5,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,1
1071,2024,5,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,5
1102,2024,6,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1088,2024,7,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,1
1094,2024,7,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1082,2024,8,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,3
1111,2024,9,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1119,2024,10,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,3
1138,2024,13,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,1
1145,2024,13,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1162,2024,15,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,4
1186,2024,18,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1196,2024,19,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,2
1205,2024,20,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,6
1214,2024,21,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,3
1226,2024,23,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,1
1245,2024,25,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,2
1252,2024,25,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,3
1257,2024,26,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,1
1263,2024,26,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,2
1292,2024,29,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,6
1314,2024,31,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,3
1320,2024,32,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1326,2024,33,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,1
1332,2024,33,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,3
1341,2024,34,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1357,2024,35,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,5
1349,2024,36,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,1
1366,2024,37,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,6
1376,2024,38,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,5
1382,2024,39,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,7
1385,2024,40,Cuyama 2,2024-04-30,shrub,NA,Chylismia.brevipes,2
1388,2024,40,Cuyama 2,2024-04-30,open,NA,Chylismia.brevipes,14
2043,2023,12,Tecopa,2023-04-11,shrub,,Chylismia.brevipes,1
2048,2023,12,Tecopa,2023-04-11,open,,Chylismia.brevipes,1
2051,2023,13,Tecopa,2023-04-11,shrub,4 grasses were larger,Chylismia.brevipes,1
2066,2023,15,Tecopa,2023-04-11,shrub,,Chylismia.brevipes,9
2075,2023,16,Tecopa,2023-04-11,open,,Chylismia.brevipes,1
2122,2023,23,Tecopa,2023-04-11,open,,Chylismia.brevipes,1
2160,2023,30,Tecopa,2023-04-11,open,,Chylismia.brevipes,1
2706,2024,36,Yucca,2024-04-21,open,NA,Chylismia.brevipes,2
1395,2023,1,HOM,2023-04-20,open,NA,Chylismia.caliviformis,2
1422,2023,7,HOM,2023-04-20,open,NA,Chylismia.caliviformis,1
1462,2023,15,HOM,2023-04-20,open,NA,Chylismia.caliviformis,1
1468,2023,16,HOM,2023-04-20,open,NA,Chylismia.caliviformis,1
1586,2024,14,HOM,2024-04-25,open,NA,Chylismia.caliviformis,1
1595,2024,16,HOM,2024-04-25,shrub,NA,Chylismia.caliviformis,1
1610,2024,18,HOM,2024-04-25,open,NA,Chylismia.caliviformis,1
1727,2024,1,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,3
1749,2024,4,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,7
1752,2024,5,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,9
1756,2024,5,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,6
1766,2024,6,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,6
1772,2024,7,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,2
1794,2024,12,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,1
1798,2024,12,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,3
1803,2024,13,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,2
1806,2024,13,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,3
1812,2024,14,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,1
1816,2024,14,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1822,2024,15,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,3
1825,2024,16,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,4
1830,2024,16,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,2
1832,2024,17,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,5
1835,2024,17,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1842,2024,18,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1888,2024,28,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,4
1896,2024,29,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1910,2024,31,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,2
1922,2024,32,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1934,2024,34,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1936,2024,35,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,1
1939,2024,35,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,2
1943,2024,36,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,3
1947,2024,36,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1949,2024,37,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,1
1951,2024,38,Sheephole,2024-04-20,shrub,NA,Chylismia.caliviformis,1
1961,2024,40,Sheephole,2024-04-20,open,NA,Chylismia.caliviformis,3
1980,2023,3,Tecopa,2023-04-11,open,,Chylismia.caliviformis,1
1988,2023,5,Tecopa,2023-04-11,shrub,,Chylismia.caliviformis,2
1993,2023,5,Tecopa,2023-04-11,open,,Chylismia.caliviformis,1
1997,2023,6,Tecopa,2023-04-11,shrub,,Chylismia.caliviformis,1
2023,2023,9,Tecopa,2023-04-11,open,,Chylismia.caliviformis,2
2028,2023,10,Tecopa,2023-04-11,open,,Chylismia.caliviformis,5
2034,2023,11,Tecopa,2023-04-11,shrub,,Chylismia.caliviformis,3
2046,2023,12,Tecopa,2023-04-11,open,,Chylismia.caliviformis,2
2058,2023,14,Tecopa,2023-04-11,shrub,,Chylismia.caliviformis,1
2087,2023,18,Tecopa,2023-04-11,open,,Chylismia.caliviformis,1
2096,2023,20,Tecopa,2023-04-11,shrub,,Chylismia.caliviformis,1
2106,2023,21,Tecopa,2023-04-11,shrub,,Chylismia.caliviformis,1
2110,2023,21,Tecopa,2023-04-11,open,,Chylismia.caliviformis,1
2121,2023,23,Tecopa,2023-04-11,open,,Chylismia.caliviformis,1
2137,2023,26,Tecopa,2023-04-11,open,,Chylismia.caliviformis,10
2149,2023,28,Tecopa,2023-04-11,open,,Chylismia.caliviformis,1
2158,2023,30,Tecopa,2023-04-11,open,,Chylismia.caliviformis,1
2185,2024,6,Tecopa,2024-04-16,shrub,,Chylismia.caliviformis,1
2225,2024,12,Tecopa,2024-04-16,shrub,,Chylismia.caliviformis,1
2235,2024,14,Tecopa,2024-04-16,shrub,,Chylismia.caliviformis,1
2259,2024,18,Tecopa,2024-04-16,open,,Chylismia.caliviformis,1
2597,2024,18,Yucca,2024-04-21,open,NA,Chylismia.caliviformis,1
2361,2023,6,Yucca,2023-04-17,shrub,NA,Cryptantha.nevadensis,1
2498,2024,4,Yucca,2024-04-21,shrub,NA,Cryptantha.nevadensis,1
2513,2024,6,Yucca,2024-04-21,shrub,NA,Cryptantha.nevadensis,1
2524,2024,7,Yucca,2024-04-21,open,NA,Cryptantha.nevadensis,1
2593,2024,18,Yucca,2024-04-21,shrub,NA,Cryptantha.nevadensis,2
2649,2024,27,Yucca,2024-04-21,shrub,NA,Cryptantha.nevadensis,1
2659,2024,28,Yucca,2024-04-21,open,NA,Cryptantha.nevadensis,1
2682,2024,32,Yucca,2024-04-21,shrub,NA,Cryptantha.nevadensis,3
20,2023,6,Barstow,2023-04-15,open,NA,Cryptantha.sp,1
23,2023,7,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,4
35,2023,9,Barstow,2023-04-15,open,NA,Cryptantha.sp,4
39,2023,10,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,2
44,2023,11,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,1
47,2023,11,Barstow,2023-04-15,open,NA,Cryptantha.sp,1
52,2023,12,Barstow,2023-04-15,open,NA,Cryptantha.sp,3
56,2023,13,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,1
59,2023,13,Barstow,2023-04-15,open,NA,Cryptantha.sp,2
67,2023,15,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,5
70,2023,16,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,2
84,2023,18,Barstow,2023-04-15,open,NA,Cryptantha.sp,1
86,2023,19,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,2
89,2023,19,Barstow,2023-04-15,open,NA,Cryptantha.sp,8
94,2023,20,Barstow,2023-04-15,open,NA,Cryptantha.sp,1
99,2023,21,Barstow,2023-04-15,open,NA,Cryptantha.sp,1
101,2023,22,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,3
106,2023,23,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,5
110,2023,24,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,3
112,2023,24,Barstow,2023-04-15,open,NA,Cryptantha.sp,1
115,2023,25,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,1
122,2023,27,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,9
128,2023,28,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,2
138,2023,30,Barstow,2023-04-15,shrub,NA,Cryptantha.sp,1
163,2024,6,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,8
165,2024,6,Barstow,2024-04-15,open,NA,Cryptantha.sp,1
171,2024,8,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
184,2024,10,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
189,2024,11,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
194,2024,12,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
202,2024,14,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,2
222,2024,19,Barstow,2024-04-15,open,NA,Cryptantha.sp,1
252,2024,26,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
254,2024,26,Barstow,2024-04-15,open,NA,Cryptantha.sp,1
256,2024,27,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
261,2024,28,Barstow,2024-04-15,open,NA,Cryptantha.sp,2
264,2024,29,Barstow,2024-04-15,open,NA,Cryptantha.sp,1
269,2024,30,Barstow,2024-04-15,open,NA,Cryptantha.sp,2
271,2024,31,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,3
287,2024,36,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
299,2024,38,Barstow,2024-04-15,open,NA,Cryptantha.sp,1
305,2024,40,Barstow,2024-04-15,shrub,NA,Cryptantha.sp,1
1410,2023,5,HOM,2023-04-20,open,NA,Cryptantha.sp,6
1413,2023,6,HOM,2023-04-20,open,NA,Cryptantha.sp,9
1424,2023,7,HOM,2023-04-20,open,NA,Cryptantha.sp,2
1433,2023,9,HOM,2023-04-20,open,NA,Cryptantha.sp,1
1436,2023,10,HOM,2023-04-20,open,NA,Cryptantha.sp,8
1448,2023,13,HOM,2023-04-20,open,NA,Cryptantha.sp,16
1460,2023,15,HOM,2023-04-20,open,NA,Cryptantha.sp,4
1466,2023,16,HOM,2023-04-20,open,NA,Cryptantha.sp,1
1472,2023,17,HOM,2023-04-20,open,NA,Cryptantha.sp,4
1478,2023,18,HOM,2023-04-20,open,NA,Cryptantha.sp,3
1484,2023,19,HOM,2023-04-20,open,NA,Cryptantha.sp,3
1489,2023,20,HOM,2023-04-20,open,NA,Cryptantha.sp,3
1491,2023,20,HOM,2023-04-20,open,NA,Cryptantha.sp,5
1495,2023,21,HOM,2023-04-20,open,NA,Cryptantha.sp,5
1500,2023,22,HOM,2023-04-20,shrub,NA,Cryptantha.sp,1
1513,2023,24,HOM,2023-04-20,open,NA,Cryptantha.sp,3
1520,2023,26,HOM,2023-04-20,open,NA,Cryptantha.sp,2
1537,2024,2,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1555,2024,8,HOM,2024-04-25,shrub,NA,Cryptantha.sp,1
1560,2024,8,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1562,2024,9,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1579,2024,13,HOM,2024-04-25,shrub,NA,Cryptantha.sp,2
1584,2024,14,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1604,2024,18,HOM,2024-04-25,shrub,NA,Cryptantha.sp,1
1609,2024,18,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1612,2024,19,HOM,2024-04-25,shrub,NA,Cryptantha.sp,1
1617,2024,20,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1623,2024,21,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1626,2024,22,HOM,2024-04-25,shrub,NA,Cryptantha.sp,1
1638,2024,26,HOM,2024-04-25,shrub,NA,Cryptantha.sp,1
1642,2024,26,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1648,2024,27,HOM,2024-04-25,open,NA,Cryptantha.sp,2
1652,2024,28,HOM,2024-04-25,shrub,NA,Cryptantha.sp,1
1663,2024,29,HOM,2024-04-25,shrub,NA,Cryptantha.sp,3
1672,2024,31,HOM,2024-04-25,open,NA,Cryptantha.sp,3
1675,2024,32,HOM,2024-04-25,shrub,NA,Cryptantha.sp,2
1684,2024,33,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1687,2024,34,HOM,2024-04-25,shrub,NA,Cryptantha.sp,1
1691,2024,34,HOM,2024-04-25,open,NA,Cryptantha.sp,5
1693,2024,35,HOM,2024-04-25,shrub,NA,Cryptantha.sp,4
1695,2024,35,HOM,2024-04-25,open,NA,Cryptantha.sp,2
1698,2024,36,HOM,2024-04-25,shrub,NA,Cryptantha.sp,2
1705,2024,37,HOM,2024-04-25,open,NA,Cryptantha.sp,1
1709,2024,38,HOM,2024-04-25,shrub,NA,Cryptantha.sp,2
1726,2024,1,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1731,2024,1,Sheephole,2024-04-20,open,NA,Cryptantha.sp,3
1733,2024,2,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,10
1736,2024,2,Sheephole,2024-04-20,open,NA,Cryptantha.sp,7
1739,2024,3,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,7
1743,2024,3,Sheephole,2024-04-20,open,NA,Cryptantha.sp,3
1746,2024,4,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1751,2024,5,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,4
1754,2024,5,Sheephole,2024-04-20,open,NA,Cryptantha.sp,9
1763,2024,6,Sheephole,2024-04-20,open,NA,Cryptantha.sp,12
1782,2024,10,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1793,2024,12,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,7
1797,2024,12,Sheephole,2024-04-20,open,NA,Cryptantha.sp,1
1810,2024,14,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,2
1815,2024,14,Sheephole,2024-04-20,open,NA,Cryptantha.sp,13
1818,2024,15,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,9
1820,2024,15,Sheephole,2024-04-20,open,NA,Cryptantha.sp,18
1824,2024,16,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,2
1834,2024,17,Sheephole,2024-04-20,open,NA,Cryptantha.sp,26
1839,2024,18,Sheephole,2024-04-20,open,NA,Cryptantha.sp,5
1854,2024,21,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1884,2024,27,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1887,2024,28,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,6
1894,2024,29,Sheephole,2024-04-20,open,NA,Cryptantha.sp,6
1900,2024,30,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,2
1906,2024,31,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,2
1915,2024,32,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,2
1919,2024,32,Sheephole,2024-04-20,open,NA,Cryptantha.sp,1
1924,2024,33,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1928,2024,34,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1933,2024,34,Sheephole,2024-04-20,open,NA,Cryptantha.sp,3
1942,2024,36,Sheephole,2024-04-20,shrub,NA,Cryptantha.sp,1
1963,2023,1,Tecopa,2023-04-11,shrub,,Cryptantha.sp,4
1968,2023,2,Tecopa,2023-04-11,shrub,,Cryptantha.sp,2
1976,2023,3,Tecopa,2023-04-11,shrub,,Cryptantha.sp,3
1978,2023,3,Tecopa,2023-04-11,open,,Cryptantha.sp,6
1987,2023,5,Tecopa,2023-04-11,shrub,,Cryptantha.sp,18
1992,2023,5,Tecopa,2023-04-11,open,,Cryptantha.sp,16
1995,2023,6,Tecopa,2023-04-11,shrub,,Cryptantha.sp,5
1999,2023,6,Tecopa,2023-04-11,open,,Cryptantha.sp,10
2002,2023,7,Tecopa,2023-04-11,shrub,,Cryptantha.sp,7
2007,2023,7,Tecopa,2023-04-11,open,,Cryptantha.sp,7
2011,2023,8,Tecopa,2023-04-11,shrub,,Cryptantha.sp,2
2014,2023,8,Tecopa,2023-04-11,open,,Cryptantha.sp,9
2019,2023,9,Tecopa,2023-04-11,shrub,,Cryptantha.sp,4
2022,2023,9,Tecopa,2023-04-11,open,,Cryptantha.sp,3
2025,2023,10,Tecopa,2023-04-11,shrub,,Cryptantha.sp,3
2027,2023,10,Tecopa,2023-04-11,open,,Cryptantha.sp,2
2032,2023,11,Tecopa,2023-04-11,shrub,,Cryptantha.sp,1
2037,2023,11,Tecopa,2023-04-11,open,,Cryptantha.sp,5
2042,2023,12,Tecopa,2023-04-11,shrub,,Cryptantha.sp,7
2045,2023,12,Tecopa,2023-04-11,open,,Cryptantha.sp,3
2050,2023,13,Tecopa,2023-04-11,shrub,4 grasses were larger,Cryptantha.sp,1
2055,2023,13,Tecopa,2023-04-11,open,,Cryptantha.sp,1
2057,2023,14,Tecopa,2023-04-11,shrub,,Cryptantha.sp,10
2060,2023,14,Tecopa,2023-04-11,open,,Cryptantha.sp,10
2065,2023,15,Tecopa,2023-04-11,shrub,,Cryptantha.sp,5
2068,2023,15,Tecopa,2023-04-11,open,,Cryptantha.sp,8
2072,2023,16,Tecopa,2023-04-11,shrub,,Cryptantha.sp,4
2074,2023,16,Tecopa,2023-04-11,open,,Cryptantha.sp,8
2077,2023,17,Tecopa,2023-04-11,shrub,,Cryptantha.sp,10
2082,2023,17,Tecopa,2023-04-11,open,,Cryptantha.sp,9
2084,2023,18,Tecopa,2023-04-11,shrub,,Cryptantha.sp,2
2086,2023,18,Tecopa,2023-04-11,open,,Cryptantha.sp,4
2090,2023,19,Tecopa,2023-04-11,shrub,,Cryptantha.sp,2
2093,2023,19,Tecopa,2023-04-11,open,,Cryptantha.sp,2
2100,2023,20,Tecopa,2023-04-11,open,,Cryptantha.sp,4
2105,2023,21,Tecopa,2023-04-11,shrub,,Cryptantha.sp,7
2109,2023,21,Tecopa,2023-04-11,open,,Cryptantha.sp,7
2112,2023,22,Tecopa,2023-04-11,shrub,,Cryptantha.sp,10
2114,2023,22,Tecopa,2023-04-11,open,,Cryptantha.sp,27
2116,2023,23,Tecopa,2023-04-11,shrub,,Cryptantha.sp,5
2120,2023,23,Tecopa,2023-04-11,open,,Cryptantha.sp,11
2124,2023,24,Tecopa,2023-04-11,shrub,,Cryptantha.sp,3
2126,2023,24,Tecopa,2023-04-11,open,,Cryptantha.sp,5
2129,2023,25,Tecopa,2023-04-11,shrub,,Cryptantha.sp,1
2132,2023,25,Tecopa,2023-04-11,open,,Cryptantha.sp,4
2134,2023,26,Tecopa,2023-04-11,shrub,,Cryptantha.sp,1
2136,2023,26,Tecopa,2023-04-11,open,,Cryptantha.sp,4
2143,2023,27,Tecopa,2023-04-11,open,,Cryptantha.sp,2
2148,2023,28,Tecopa,2023-04-11,open,,Cryptantha.sp,12
2153,2023,29,Tecopa,2023-04-11,open,,Cryptantha.sp,4
2157,2023,30,Tecopa,2023-04-11,open,,Cryptantha.sp,2
2162,2024,1,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2167,2024,2,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2177,2024,4,Tecopa,2024-04-16,shrub,,Cryptantha.sp,4
2181,2024,5,Tecopa,2024-04-16,shrub,,Cryptantha.sp,2
2184,2024,6,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2189,2024,6,Tecopa,2024-04-16,open,,Cryptantha.sp,2
2192,2024,7,Tecopa,2024-04-16,shrub,,Cryptantha.sp,6
2202,2024,8,Tecopa,2024-04-16,open,,Cryptantha.sp,1
2208,2024,9,Tecopa,2024-04-16,open,,Cryptantha.sp,2
2216,2024,10,Tecopa,2024-04-16,open,,Cryptantha.sp,1
2220,2024,11,Tecopa,2024-04-16,shrub,,Cryptantha.sp,2
2224,2024,12,Tecopa,2024-04-16,shrub,,Cryptantha.sp,4
2232,2024,13,Tecopa,2024-04-16,open,,Cryptantha.sp,4
2238,2024,14,Tecopa,2024-04-16,open,,Cryptantha.sp,2
2241,2024,15,Tecopa,2024-04-16,shrub,,Cryptantha.sp,4
2246,2024,16,Tecopa,2024-04-16,shrub,,Cryptantha.sp,14
2249,2024,16,Tecopa,2024-04-16,open,,Cryptantha.sp,2
2251,2024,17,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2254,2024,17,Tecopa,2024-04-16,open,,Cryptantha.sp,2
2258,2024,18,Tecopa,2024-04-16,open,,Cryptantha.sp,6
2262,2024,19,Tecopa,2024-04-16,shrub,,Cryptantha.sp,3
2264,2024,19,Tecopa,2024-04-16,open,,Cryptantha.sp,2
2266,2024,20,Tecopa,2024-04-16,shrub,,Cryptantha.sp,2
2269,2024,21,Tecopa,2024-04-16,shrub,,Cryptantha.sp,8
2272,2024,21,Tecopa,2024-04-16,open,,Cryptantha.sp,4
2274,2024,22,Tecopa,2024-04-16,shrub,,Cryptantha.sp,2
2276,2024,22,Tecopa,2024-04-16,open,,Cryptantha.sp,1
2286,2024,26,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2292,2024,28,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2303,2024,32,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2306,2024,33,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2311,2024,34,Tecopa,2024-04-16,open,,Cryptantha.sp,9
2313,2024,35,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2315,2024,35,Tecopa,2024-04-16,open,,Cryptantha.sp,1
2319,2024,37,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
2322,2024,37,Tecopa,2024-04-16,open,,Cryptantha.sp,1
2325,2024,38,Tecopa,2024-04-16,open,,Cryptantha.sp,1
2327,2024,39,Tecopa,2024-04-16,shrub,,Cryptantha.sp,2
2330,2024,40,Tecopa,2024-04-16,shrub,,Cryptantha.sp,1
1646,2024,27,HOM,2024-04-25,shrub,NA,Dalea.mollissima,1
1700,2024,36,HOM,2024-04-25,shrub,NA,Dalea.mollissima,1
2452,2023,24,Yucca,2023-04-17,open,NA,Dasyochloa.pulchella,2
2466,2023,27,Yucca,2023-04-17,open,NA,Dasyochloa.pulchella,1
2480,2024,1,Yucca,2024-04-21,shrub,NA,Dasyochloa.pulchella,1
2482,2024,1,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,10
2496,2024,4,Yucca,2024-04-21,shrub,NA,Dasyochloa.pulchella,1
2660,2024,29,Yucca,2024-04-21,shrub,NA,Dasyochloa.pulchella,1
2664,2024,29,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,1
2669,2024,30,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,5
2676,2024,31,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,1
2688,2024,33,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,1
2691,2024,34,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,14
2694,2024,35,Yucca,2024-04-21,shrub,NA,Dasyochloa.pulchella,1
2697,2024,35,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,1
2714,2024,37,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,2
2721,2024,38,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,2
2726,2024,39,Yucca,2024-04-21,open,NA,Dasyochloa.pulchella,2
822,2024,15,Cuyama 1,2024-05-01,shrub,NA,Descurainia.pinnata,2
1017,2024,1,Cuyama 2,2024-04-30,shrub,NA,Descurainia.pinnata,1
2541,2024,10,Yucca,2024-04-21,open,NA,Descurainia.pinnata,1
1535,2024,2,HOM,2024-04-25,shrub,NA,Ditaxis.serrata,2
1631,2024,24,HOM,2024-04-25,shrub,NA,Ditaxis.serrata,1
757,2024,6,Cuyama 1,2024-05-01,shrub,NA,Eleymus.glaucus,3
801,2024,12,Cuyama 1,2024-05-01,shrub,NA,Eleymus.glaucus,2
830,2024,16,Cuyama 1,2024-05-01,shrub,NA,Eleymus.glaucus,5
893,2024,24,Cuyama 1,2024-05-01,open,NA,Eleymus.glaucus,21
326,2023,3,Cuyama 1,2023-04-28,open,NA,Eremalche.parryi,1
347,2023,7,Cuyama 1,2023-04-28,open,NA,Eremalche.parryi,1
352,2023,8,Cuyama 1,2023-04-28,open,NA,Eremalche.parryi,1
356,2023,9,Cuyama 1,2023-04-28,shrub,NA,Eremalche.parryi,2
